text,sentiment,Label
"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",positive,0
 wishing i could be in sï¿½o paulo for the show  but fortunately i went to the brasilia one! haha,positive,0
 Loved the comment on flashcads! I`m old school too!,positive,0
" cant say i havee, im at james` but i did some rs yesterdayy!. im learning my quotess",positive,0
"Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . <3",positive,0
each day is a new beginning,positive,0
 Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,positive,0
"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",negative,1
_rashid reeeaaaally... why though??  ew i hate stockings,negative,1
Now I feel sick.,negative,1
 nice new profile picture! Glad to see some friends in there,positive,0
Addicted to Glee... watching the video over and over again....I should be out,negative,1
 Sorry to disappoint. Not a big Nascar fan but I`m still an all-around decent redneck other than that.,negative,1
 girl i am buying & posting your pressie tomorrow but i have no **** clue what to get you so i`m sorry if you hate it,negative,1
 omgsh i know  i`m dealing with that rite now. its no fun!,negative,1
 *hug* yep I hate that meself,negative,1
GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER,positive,0
My Monday has been going extremely well. Not what I expected at all!,positive,0
Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x,positive,0
**** EM,negative,1
" i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",positive,0
_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,positive,0
Just had my hair cut it looks like ****,negative,1
"rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together",positive,0
Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,negative,1
    _Geronimo    Thanks for sharing with your friends!,positive,0
: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,positive,0
is at her nan`s house eating fish and chips and watching Top Gear. Good times.,positive,0
"As of today, _a_Bo0 and I have been going out for two years. Best two years ever",positive,0
 Good luck on final!,positive,0
" haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you! ;)",positive,0
" Cool, I used to live 5 houses to the left of that place  Always something going on :p",positive,0
 and the download failed  My phone does not like your phone.,negative,1
"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",negative,1
Sitting in an empty yearbook room.  attempting to figure this asap out lol,positive,0
Going to bed. Talk to ya later!  goodnight birdies LOL,positive,0
"Just came back from hanging out with some friends + cocktails. <3 I`m not drunk, but feeling good.  Hope everyone`s well?",positive,0
 giv ya mom n gman happy mothers day,positive,0
 Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!,positive,0
I`m miserable with my boredom.,negative,1
it just thundered reallyreally loud at work and this little boy started crying  I wanted to cry too...I hate storms! wah,negative,1
"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they`ve got scott bedbury and more.. poor me",negative,1
 Umm yeah. That`s probably a pretty good note to self because eeeeeewwwwwwww.,positive,0
im cold  i still cant find my hoodie,negative,1
 haha better drunken tweeting you mean?,positive,0
" happy birthday keshia, keshia, bo beshia",positive,0
 yaaay for u cleaning ur room. I said hi to u the other day & u didnt write me back,negative,1
"I miss the old... HA, HA. I can`t tell that person`s name.",negative,1
 not really ;D nice pic .  no but could u imagine those 2? ... i thought so,positive,0
seriously getting hurt.... 4 days before nationals.. what a joke,negative,1
 not funny he profiled my ****. Like wtf? I`m still kinda heated. Ugh,negative,1
is not feelin well... i feel sooooo weak....i hate bein sick in the summer,negative,1
 i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!,negative,1
no one calls me anymore,negative,1
Migranes suck....Especially when the kids are suddenly hyper.,negative,1
"Working on this **** Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah",negative,1
"_brown Damnit, I accidentally put  instead of  in my #FollowFriday",negative,1
Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,positive,0
 It`s a tough life you lead!,negative,1
Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,negative,1
 hahahha but days off are cool when nothings open  its like isolated and haha cool,positive,0
I ? JONAS` second episode! Aww! Nick is so handsome,positive,0
"had a great shot yesterday, editing pics now",positive,0
Following _aisa These guys could be shifty but worth following regardless.,positive,0
I Love You MOM....alwayyyyyyyssssssss,positive,0
" i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren`t 24hrs here anymore",negative,1
waitin for dr dee.... had lunch with my beautiful lady  before that i was on the gym ... ( yeah need to loose 10 more  ),positive,0
" Gosh, no need to be so rude.",negative,1
"'I`ll see you again yeah?' 'Its up to you' 'I guarantee you will, i dont want to wait to long not seeing you' **** fruit basket! Hahaha",positive,0
my pooooor baby (my dog chachi)  she had surgery todayyyyy,negative,1
Archie Proposes Veronica in the Latest Archie`s Comic. The Longest known Love Triangle is coming to an End. Poor Betty.,negative,1
 ALL white shoes make me cringe  . White shoes give me pause.,negative,1
" I meant you are not lazy, your work proves it",positive,0
is sooo close to finishing her exams  role on monday and i will have my life back.,positive,0
speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n,positive,0
: Am sad i got no money on my phone. Ahh well  lly Mitchel ****,negative,1
#followfriday     follow these ppl ... they are interesting ..  doesnt tweet much though,positive,0
No gas PLUS no money = Desperation!!!   and that`s the word of the day!  http://twitpic.com/66zls,negative,1
  Goodnight.,positive,0
I`m loving the humidity right now...great for the skin....another love that won`t last,positive,0
 That sucks majorly...hhhmmmnnn...I`m thinking...I would`ve said the self tanner or a really good concealer...I`m stuck,negative,1
 awe thank you!!  good morning to you aswell!!,positive,0
N now the end to another wise great nite! Excuse me while I dream a little dream,positive,0
 probably the coooolest thing we`ve ever done,positive,0
_nichole i miss my earrings  lol you should let me know when your close by,negative,1
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,positive,0
"got back from the party...suprisingly awesome, NEED to dance more often! overall, awesome night",positive,0
" Oh, I forget things you see. Ahah. I hated that! It creeped me out.",negative,1
Yukky  Rainy Friday,negative,1
"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",positive,0
 Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,positive,0
 all the best for your IB exams Carl. I hope you don`t find them too difficult and that they go well for you.,positive,0
 thanks lady.... bummer for sure.,positive,0
" ok sweet! and whenever u want, I am stuck in bed all weekend",negative,1
" hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",positive,0
just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait,negative,1
8am math final wish me luck,positive,0
" oh my gosh, loved it!",positive,0
: first impression is that it`s considerably  slower to boot than 2008  #beta1,negative,1
i miss !! she`s gone for the WHOOLLLLEEEE weekend!!! boo hoo,negative,1
says HAPPY MOTHER`S DAY!  http://plurk.com/p/sv70e,positive,0
 Is it culture day? Love it. I`m telling you graf culture in the study,positive,0
First time I`m going home early  sucks to b single no one to call,negative,1
 I hope to see you soon again,positive,0
" Oh, I`m so sorry. I feel your pain. I can`t kill them either, and I`m always the one that finds them. Why is that?",negative,1
 hotness personified,positive,0
 http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,positive,0
My purple pusrse is pretty  someone tell Katie Holmes!,positive,0
 It`s Star Wars day?! Urgh I`m gonna have to get the videos out,negative,1
"Good morning Tweepsland! Makin` it a great Monday! Huge shout out to all my followers .. muah, muah! I appreciate you all",positive,0
 you`re missing the devil wears prada!!!!! sad...,negative,1
_asher better.  That wasn`t one of my better summaries,positive,0
Finally going home! Its been a long night.. Ready to crash and have awesome dreams,positive,0
 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,positive,0
        _beckett Thanks so much !,positive,0
"hi everyone, hoping all of you have a good week",positive,0
" Wow, really? I didn`t know it was that serious.  Well that sucks. Texas must have been chock full of asbestos.",negative,1
Relaxing with my daughter watching Friends,positive,0
_Aitana K ??? What??? No way!!!! No,negative,1
sitting around doing **** all....tired,negative,1
 ask  to create a fake competetion and declare you the winner and then gift you a return ticket courtesy the producers.,negative,1
Man with a kickin` top hat just left. Invited me to blues jams session put on by street musicians. HarpmanHatter.,positive,0
Laying on my bed. ONE spot smells like vanilla.  awesome,positive,0
"Just finishing shooting, can u believe it, but got the job done",positive,0
loving my new tv,positive,0
Im sad...there`s a for sale sign in front of my house!!,negative,1
I have so much stuff in my car that I can just feel my MPG going in the toilet.,negative,1
 i`m not being mean,positive,0
Has no idea wtf Twitter is about but willing to give it a go!  Going out for a bit!,negative,1
" wow, honestly not surprising, every time they try to push that guy he gets injured",negative,1
 sorryyy milerz that i can`t vote i would love to vote but it doesn`t works i`m sad  and very frustraded  :@ :@ --__--,negative,1
my teeth and head hurts,negative,1
 Awww that`s so sweet  Wish you could see yourz 2,positive,0
  that`s no bueno...hope u feel better!,positive,0
Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,negative,1
"Hey, Good Morning guys!!",positive,0
"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",negative,1
 Now that`s a very nice way to fall asleep.,positive,0
just hanging around the house. Thank god its friday. With nina &  later and working on a global project,positive,0
" 'phlegmily green house...' That was clever, but ever sooooooo ...... eeeeewwwwww. [more slow clapping] Get well soon.",positive,0
 Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,positive,0
 LoL! there u go..that`s the spirit haha,positive,0
 shopping is therapuetic and i`m all about bettering myself... i need financing for my therapy however,positive,0
Mother`s Day Wishes from google... Pretty & beautiful flowers on google logo  http://www.google.co.in/,positive,0
" my pleasure, its a great recipe",positive,0
 http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,positive,0
", totally worth it!! great movie cool 3D glasses! i miss ya! and i miss   and i miss new york too",negative,1
 That`s a great idea,positive,0
my love makes me sooo happy,positive,0
 Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,positive,0
 hahah  i loveeee him though.,positive,0
"Lovely night, guys. Full moon  thinking about going out onto my roof lol",positive,0
This day will pass slowly.  All of these days will.  RAWR!!!!  ...,negative,1
@_handz_ well you know those 'kind of guys' are just idiots,negative,1
Happy Mother`s Day to all my favorite moms.,positive,0
 maybe i`ll go one day and thanks i`m all swined out,positive,0
Favorite little cartoon movie in the world,positive,0
It`s a really warm day in Seattle! My reeses chocolate is melting!!!,positive,0
" Yeah, plus it`s just a little too far to walk to Pinocchio`s for sushi",negative,1
 hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,positive,0
 wow that`s quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe,positive,0
 Hi!! How are you? You`re an amazning actress  Greets from Slovenia,positive,0
" I`d love for Nicky Poo and Bri & Howie & Aj, to wish me a happy birthday  please please please please pleaseee guys..",positive,0
We`re dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,negative,1
 cant **** wait mate!!! it is goin to fantastic. its made my week,positive,0
Goooooodmorning,positive,0
"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith & the Fam may be opening for DAVE MATTHEW`s BAND THIS SUMMER!  EEK!",positive,0
So apparently i left my front door wide open before going out to my show. With my and my moms laptops on the coffee table. Love my area,positive,0
Thank you for the follow !  Looking forward to your tweets...,positive,0
!!! Tell us your experience! I Loveeeee Youu!,positive,0
" Unfortunately, yes...not outside!",negative,1
Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,negative,1
 oh em i`m sorry  i wuv you to pieces,negative,1
" i`d prefer 'observationally insightful', but call it as you see it.  my ice cream`s just too fancy tonight.",positive,0
 Well thank you! I`ll try and remember to put it somewhere,positive,0
just called Toyota. Car won`t be ready til 5.,negative,1
 I`d just plain go crazy,negative,1
"listening to MCR, watching DVD`s, chocolate hehe  awesome",positive,0
"Roast was yummy, I think mum was impressed!!!",positive,0
76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,negative,1
I`m bummed that I can`t wear my sweet Nike kicks to work.,negative,1
 Where DO you get all those wonderful toys?,positive,0
what a waste of lives ... http://tr.im/mLou,negative,1
 I heard your moving to Sydney next year im not happy,negative,1
 so glad i`m not at uni anymore,positive,0
" Oh, sweetie, I`m so sorry.  That`s the last thing you needed right now. *hugs*",positive,0
greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,positive,0
" Bom dia! FRIOOOO... que delï¿½cia!!!! Good luck in your first day, Ju!",positive,0
my puppy is sick,negative,1
wishes the rain would stop so my stupid headache would go away!,negative,1
Happy Mother`s Day to all the Mom`s,positive,0
Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,negative,1
My sister just called... she`s officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),positive,0
is tired and about to go to sleep. night everyone,negative,1
Facebook decided I`m annoying or abusive because I add lots of friends. At least I have no distractions from coursework now...,negative,1
Happy Mother`s Daaay!!,positive,0
 Love to see that!,positive,0
 meeee too. i am listening to sad music and missing you.  ps - http://www.daytrotter.com/,negative,1
_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,negative,1
I still have a very depressed feline fuzzball...it`s another trip to vet tmrw to see what can be done...worried doesn`t even cover it,negative,1
and this stupid wireless wont work downstairs,negative,1
" Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)",positive,0
follow  just because... or don`t either way they have really cool tshirts  hey johno x,positive,0
 i hate this weather! When u have lived here ure whole life u get used to it...may is always rainy  ,negative,1
scary cape guy,negative,1
 it was good. Next time you get oohed you know where to go!,positive,0
 I was hoping for a better trailer,positive,0
"It`s a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain`t bad!",positive,0
Sometimes it hurts that pets cant talk back to us. What if they are in pain. How would they tell us.,negative,1
"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",positive,0
FINALLY...the internet is up. The server is down in Phoenix and it was **** up.,negative,1
so cold,negative,1
 My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  ****,positive,0
" nice to meet you. Mike, video producer CF Miami.",positive,0
just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],positive,0
 Loved those books   Did you read The Host?  Amazing storyteller.,positive,0
i don`t understand the whole follow friday thing?,negative,1
I`m SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!,negative,1
HAPPY MOTHERS DAY!,positive,0
 : yes she got all lovey with him& he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,positive,0
 No problem! These boxes are _made_ for undernourished IT professionals,positive,0
it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,positive,0
"Oh, had like the most amazing weekend, sunshine & partï¿½ï¿½, white wine!! Now its back to the rehearsals regime!! NICE !!!",positive,0
http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness,negative,1
 blogtv was fun! can`t wait til next time,positive,0
Here at work having lunch. A lot of work and not enough help,negative,1
mmmm chocky cake in the oven.. smells delicious,positive,0
" Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus!",negative,1
so freaking tired.  It`s like my body refuses to move.,negative,1
epic fail with the chocolate fountain that got CLOGGED,negative,1
I just wanna be better already,positive,0
: have fun focus grouping! i have no participants as of yet..,positive,0
In bed. A cuppa. Tv on... All this while husband is cooking... Life is sweet...,positive,0
_11 thanks. enjoy the movie! i hope all is well with you te.,positive,0
_am_umlaut oh no!  i`m very sorry to hear,negative,1
"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",positive,0
Has a headache,negative,1
on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,negative,1
 i cant get through,negative,1
Whaaaat a strong rain just came over us here in Santa Clara. I wish I could sleep but I got to attend to an important meeting,negative,1
Won a gps at post prom,positive,0
Watching one of my fav movies Sparkle  + go get food later!,positive,0
 rlly dead?  Descanse em paz... #luto #sad #RIP,negative,1
 LOL...I think it`s safe to say that we are not alone in our thinking!,positive,0
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,positive,0
"'The things, you say, your purple prose just gives you away' what the hell is that even supposed to mean? Casino: where music goes to die",negative,1
 Florida should be nice.,positive,0
At school. Blagh. Yay I`m getting the IPhone in August!!,positive,0
" awe I am sorry, probably true.",positive,0
 Are you sure you want to know?  It`s http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,positive,0
Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,positive,0
home alone on a friday night  doesnt get sadder than that folks,negative,1
"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",negative,1
 I treat my hair so badly. It`s revenge for it turning grey prematurely,negative,1
" Yeah, they`re great. I think we`ll hear more of them in the years to come",positive,0
 Thanks for the advice! Went to the doctor`s and slept a lot yesterday  Must be the meds.,positive,0
http://twitpic.com/4wkzi - before prom. this is when all the chaos began,negative,1
 I`m so mad I cant go to that...you`re like an hour away from me.,negative,1
Misses the good old days!,negative,1
Well on a normal day I`d already be done with work...Unfortunately this is not a normal day. Which means I`ll be in the office till late.,negative,1
" last night after long drive, slept really well, now time for dino`s wasstraat",positive,0
 I wish you guys had gotten it on video,positive,0
  Haha ! Go Martin ! His fixed our Ski like a million times ...,positive,0
"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",negative,1
My BFF rocking Hotel California now. No  songs!  done stay the same. What`s next? Hmmm.. Careless whisper!,negative,1
  nice one,positive,0
 yes but they hate it when we do it...silly boys,negative,1
" btw, short notice I know, but we`re RSVPing no for your party- thanks so much for the invitation, though!  I`m out for 2nite too",positive,0
 hey you ****!! that`s kinda mean dont yu think?!,negative,1
_Houdin blind faith. Thats a crack-up,negative,1
 How inconsiderate!,negative,1
 I can`t take it,negative,1
 what?? can`t believe it,negative,1
has got a degree in BS.,positive,0
 thanks!!! it was a ballroom dancing competition,positive,0
 I concur with ! It`s priority on today`s to do list  http://twitter.com/karasw/status/1695368792,positive,0
My dad`s not feeling well. I want to make him soup. Suggestions guys? + get well soon ayah,negative,1
the dates of the hockey games were confused they`re next week,negative,1
"well,only one week left of my holidays,sad sad",negative,1
Karaoke at a small town bar. Having a wonderful time!,positive,0
"  I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",positive,0
Nothing like home-made paranthas for breakfast,positive,0
_west and by music I meant awesome Christian artists.,positive,0
Please don`t vote for her out of sympathy!  #BGT,negative,1
 love that birdy nest! though i already got us another kind,positive,0
missing  lol. plaid bud. haha. **** i can`t do the BG right.,negative,1
oh yeah... happy Mothers day to every mom out there and to my friend`s moms,positive,0
"Colleague that 'helped' by creating his unit`s site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",negative,1
haha wow there`s a song called `hit me on twitter` lmao. okay g`night,positive,0
Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,negative,1
I`m grounded til tomorrow. Sorry to anyone I made plans with.  It`ll have to be tomorrow. (annoyed) http://plurk.com/p/x332r,negative,1
Watching my fav movie...Two Can Play That Game! 'Ever notice how men start to act up around Spring time?' Shante Smith,positive,0
Hope my roommates having a good morning without TP and soap!,positive,0
 yus! :3 he was really nice,positive,0
**** being broke on the day Guitar Hero Metallica comes out!  Boooooooo,negative,1
Revamping my recording studio today and adding some nice high end outboard gear...very exited!,positive,0
fucken tired as ****  it`s sunny.. good day? deffff,negative,1
" Thank a Chu?t ï¿½  Ch?c v?y quï¿½, hik, ch?c em ph?i ?i h?c 1 khï¿½a ph? c?p ki?n th?c c? khï¿½ g?p =.=",positive,0
 hmmm Essense awards would be fun... but also pricy,positive,0
"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah",negative,1
 Thats actually not that fun as you would think... I was hurting for a week after a similar experience.,negative,1
Good Morning,positive,0
Feel like death  evil headache and need to pack and drive to parents. Bum.,negative,1
Startin to get a head ache!!!! Uuuggghh!!!,negative,1
wish it wasn`t raining,positive,0
 I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,negative,1
_ann_cole  i thinks thats right lol... please follow me... much appreciated,positive,0
I love that Joan Rivers says it`s Family First.,positive,0
Happy mother`s day to all the mom`s! Love you mom,positive,0
 omg! I dont blame you! hope you didnt hurt him too bad,positive,0
 it`s cloudy and damp over here too. i hope it doesnt rain for tonite`s track meet  i`d hate to do interviews in the rain,positive,0
 my bad. I thought you were talking about today,negative,1
 britain is ****,negative,1
 I have trouble updating!!!,negative,1
Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,negative,1
 heheh ....qualifying was pretty exciting tho  ..,positive,0
  I`m so sorry.  I don`t understand why some people expect everyone to react to these things with the same 'poise' as themselves,negative,1
" Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",negative,1
_ I don`t see how there could possibly be another choice.,negative,1
My face an my arms. Tragic. Seriously.,negative,1
"catching the last bit of Later with jools .. last in series .. sob, cry",negative,1
My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!,positive,0
i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,negative,1
http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,positive,0
 Lol... She is fine the way she is  How has your weekend been?,positive,0
 yes! it definitely paid off ... thanks 4 the advice,positive,0
i miss my puppies...,negative,1
:kwanghock    it is the Hao Da Za Ji Pa?? I miss the food there so much??,negative,1
OMG 17 again... I`m so buying that on DVD   Yeahness for another good movie  Also thanks to my movie buddies :],positive,0
"had a cracking night last night, don`t think i`ve ever laughed so much  nice, lazy day today woop!",positive,0
had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX,positive,0
Glad to be home I wish I could make  feel better,positive,0
this is a horrible day.,negative,1
. Awesome!  what kind?,positive,0
"Fantastic weekend - hairdressers, stylish luncheons & a Fabulous girlie night with wine, cheeses & chocolates...And dancing till morning",positive,0
" - well i greatly appreciate your comment.  That means a lot to me.  I`m working on both of them...work in progress, you know.",positive,0
" hmmm, I thought u were sleeping!! Too bad I can`t see those videos until tomorrow night.",negative,1
 haha nice to know I`m not alone! Working in the BBC and can`t see it,positive,0
 http://twitpic.com/4fnaa - haha love you two girl,positive,0
"sorry , i chili cheese dogged without you",negative,1
Oh how today sucks....,negative,1
 lol thanks!,positive,0
_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3,positive,0
 hi my name is Chelsea and i respect your opinion when it comes to dwts. you were great on there too!,positive,0
Laying in the bed boreddddd looking through old cookbooks for new recipes,negative,1
Geometry is so **** boring.  waste of time.. 20 more minutes left,negative,1
Hates being sat around alone on a Friday night. big sad old loser,negative,1
 Good Luck!!!  keep rockin!,positive,0
Itt`s the BIG TIME Saturday night  Playing Canasta then a movie then...Psych homework?  Stay shiny and love everybody!!,positive,0
_om 'If I should paint my fingernails green- oh and it just so happens I do paint them green...'  Marvelous,positive,0
just picked up her Blackberry from the middle of the street! Both she and it are crushed!,negative,1
"Just booked my tickets for London on thursday, i`m so exicted",positive,0
 That`s exactly how I feel.  I hope you start feeling better soon.,positive,0
" ah it doesnt work for me  but i just want to say i love the beach girl, you guys are acee! england loves you (: ****",positive,0
 Cant wait to do some of those things,positive,0
" i`m totally gutted, i ended up with my foot in a cast today so i can`t travel to nottingham now to see you guys   ****",negative,1
is so sick of myself + my life  i`m never going to be as good i want + need to be. xoxoxo </3,negative,1
 I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,negative,1
"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",positive,0
 Oh no! I totally forgot he played today.,negative,1
good morning! off to the gym I go,positive,0
Ugh I can`t breathe right today,negative,1
 YAY!!  I was supposed to be there next weekend. But its off now.   But I`ma make it out there...I <3 Philly.,positive,0
I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,positive,0
you wanna know what`s worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon,negative,1
" Oh how cool!!!, ok so for your head just laydown and put ice on it, that should heep the swelling down, I feel really bad",negative,1
chris sab and i = COMME ESTAS ****,negative,1
" After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",negative,1
" yeah, I much prefer tweetdeck but if you must have multiple accounts",positive,0
 I`m stuck with BOO!!!! Jeeeez shoot me now,negative,1
 I use NewsFire. Works like a charm,positive,0
I just had to look up endometriosis. Oy!,negative,1
'I`m giving up on you. I don`t care how you mess up your life now.'... :`(,negative,1
Needs a yummy breakfast after her shift,positive,0
Happy Mothers day to all the grown n happy & the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day & God Bless,positive,0
 http://twitpic.com/4w06l - LOVE IT! U have a great job!!,positive,0
"Dad just said that our trip to UK is cancelled, due to da swine flu. Ooops! Sorry abang.",negative,1
"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",negative,1
" what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!",negative,1
I just got a wiff of pazik fart!,negative,1
"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST",negative,1
" Hahaha! Is he snoring, too?",positive,0
Time to do house chores! Ugh!,negative,1
" come home, then. Not so boring here.",negative,1
" no your not  they are very cute, how you going being a daddy?",positive,0
1 John is an amazing book. Just what I needed to brighten my mood.,positive,0
is Happy Mothers Day.   Taking Mum out for dinner to one of my favourite restaurants down Glenelg now,positive,0
notthebest weekend....but oh well....I have a right to be sad,negative,1
sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself,negative,1
 Thanks. End up going to Makino Chaya,positive,0
 i love you <3  host me lmao,positive,0
 apparently!  Haven`t tried the site tho. Maybe will get better results.,positive,0
noooo!   all summer?! I won`t see your charming little face ALL summer?!,negative,1
 You know what?  That cowboy hat in your pic made me smile today (you don`t see many of those in Japan),positive,0
"Wait - No Wind in Hair - that would be I-L-L-E-G-A-L!!  I would Never break the law!! No, never.",positive,0
" You`re not the only one surprised that FreeTDS and UTF-8 don`t 'just work'. But you`ll get it right, eventually.",positive,0
what a wonderful day...i am going to sleep so well tonight,positive,0
 hopefully I`ll get to see HTB next week and LA really soon!! Can`t wait!!!,positive,0
" Well thats even worse cuz when it gets hurt everyone is in pain, but poor Stephen has a smushed twitter now!",negative,1
 Sweeny Todd is deadset one of the best movies of all time,positive,0
Finally managed to catch her boyfriend on skype... sooo happy now,positive,0
I am not doing much  all well!,negative,1
 i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!,negative,1
_lpz yeah text me!!! i wnat to go!!!!! but my car is broken!!,negative,1
Had fun 2nite...i was pleasantly surprised,positive,0
My teratoma has a cavity and is experiencing male-pattern baldness,negative,1
